employee_id,department,performance_rating,years_experience,tenure_years,education_level,remote_days_per_week,office_zip,regional_unemployment,cost_of_living_idx,base_salary,bonus_pay,hourly_contractor_rate,hire_date
101308,Engineering,High,9,1,Bachelors,4,72847,4.64,110.3,81302.8,8459.73,,2018-10-29
101309,Finance,High,8,8,Bachelors,3,52160,2.62,101.1,68771.49,5937.71,,2012-07-13
101310,Sales,Medium,4,4,Bachelors,5,74452,4.0,101.0,60439.11,3138.73,,2015-04-08
101311,Sales ,,2,2,Bachelors,5,79123,4.5,127.5,,,,2014-02-24
101312,Finance,Medium,7,4,Masters,1,92047,4.26,94.4,,3892.24,usd 51.80,2020-05-13
101313,Finance,,11,3,Masters,5,13192,4.25,88.0,77830.37,,usd 37.13,2022-11-04
101314,Sales,Low,1,1,Bachelors,3,76420,3.6,110.8,,1151.32,,2014-09-16
101315,Sales,Medium,8,3,Bachelors,2,77866,5.3,128.6,74384.28,0.0,usd 49.22,2018-01-03
101316,Engineering,Medium,7,5,Masters,5,26679,4.37,115.6,87092.7,3705.84,usd 64.91,2012-07-27
101317,Sales,Low,7,2,Bachelors,4,31867,4.94,99.0,50993.48,0.0,,2024-06-03
101318,Engineering,Medium,3,3,Bachelors,2,49213,4.51,117.1,73219.56,4333.77,$41.04,2018-04-19
101319,Finance,High,12,3,Bachelors,4,14789,2.83,90.9,,5600.3,USD 71.16,2020-09-02
101320,sales,Medium,0,0,Bachelors,2,69609,4.38,101.0,,1596.54,,2018-10-21
101321,Finance,High,3,3,Bachelors,4,23440,3.66,80.4,56231.83,4488.5,56.37,2012-11-16
101322,Engineering,,3,3,Bachelors,3,15056,4.33,99.2,68980.58,,,2023-03-30
101323,engineering,High,0,0,PhD,5,36952,3.5,103.8,80864.29,8344.37,$73.72,2021-06-19
101324,Engineering,Medium,2,2,Bachelors,3,92012,5.09,134.4,72910.73,3796.64,29.54,2022-08-02
101325,Finance,Low,5,4,Bachelors,4,12819,3.23,108.7,,2277.72,26.97,2013-05-09
101326,Sales,Low,12,5,Bachelors,1,32948,4.44,102.8,58621.0,2093.89,,2022-07-26
101327,Finance,Medium,10,6,Bachelors,4,12734,4.59,118.8,81395.2,4383.61,usd 36.33,2012-12-09
101328,Finance,,12,5,Bachelors,1,62966,3.39,147.0,91493.88,,USD 49.98,2015-06-22
101329,Sales,Medium,6,1,Bachelors,1,32293,5.66,133.7,67756.28,3944.78,29.42,2020-01-04
101330,Engineering,High,8,6,Masters,0,19352,4.47,147.9,75526.67,5397.86,USD 35.36,2018-05-24
101331,Finance ,Medium,15,8,Masters,2,57161,3.17,87.6,83241.9,5040.25,USD 53.47,2012-02-08
101332,Engineering,Medium,5,5,Masters,3,71808,3.9,131.4,84281.59,3679.81,,2021-12-06
101333,Finance,Medium,5,5,Masters,3,14789,2.83,90.9,55507.59,2750.61,,2018-11-06
101334,Sales ,,7,7,PhD,3,76921,3.8,103.9,65731.44,,USD 55.38,2025-02-12
101335,Engineering,Medium,6,3,Masters,0,69575,4.13,129.5,79102.22,5965.5,51.67,2024-07-04
101336,Finance,,0,0,Bachelors,3,94435,3.01,96.2,63123.94,,,2017-07-30
101337,FINANCE,,9,0,Bachelors,5,45929,4.08,126.1,67634.28,,,2020-07-18
101338,FINANCE,High,11,5,Masters,5,13685,4.02,92.2,,4686.54,USD 39.40,2023-03-14
101339,Sales,Medium,10,0,Bachelors,3,47968,4.45,116.3,76088.65,1535.75,USD 29.01,2019-07-13
101340,engineering,Low,10,0,Bachelors,4,23440,3.66,80.4,65711.99,1639.43,63.46,2017-12-07
101341,sales,,12,9,Masters,0,50129,4.02,130.1,71073.83,,USD 48.76,2019-03-26
101342,FINANCE,Low,7,7,Masters,0,98197,5.04,102.9,73865.81,1115.98,$65.24,2014-04-05
101343,Sales,,9,6,Bachelors,3,16242,5.12,71.2,61478.51,,,2022-06-08
101344,Engineering,Medium,1,1,Bachelors,1,38121,5.89,128.4,56406.97,3111.76,49.99,2022-05-22
101345,Sales,Low,6,1,Bachelors,0,48149,4.76,125.5,66951.05,0.0,USD 66.11,2015-01-11
101346,SALES,Low,6,3,Bachelors,3,91421,4.57,93.7,45622.02,1337.72,usd 44.25,2020-05-05
101347,Finance,Medium,5,5,Bachelors,3,43149,4.03,83.0,53518.93,3496.39,47.88,2013-01-08
101348,Engineering,High,6,6,Bachelors,1,13989,4.04,136.7,87504.58,8929.63,usd 33.97,2021-06-05
101349,sales,Low,3,2,Bachelors,5,28719,4.81,130.2,55402.74,3547.47,usd 21.96,2015-02-18
101350,Engineering,High,8,8,Bachelors,5,47617,4.92,120.5,85822.67,5862.81,usd 55.41,2019-06-15
101351,Sales,Medium,9,2,Masters,0,91926,4.9,135.8,87960.04,3786.86,USD 51.75,2018-12-04
101352,Engineering,High,9,0,Masters,5,83235,4.14,94.1,89358.28,5481.43,usd 54.70,2022-06-21
101353,Sales,High,8,4,Masters,4,35525,3.93,98.2,83849.61,5505.46,,2016-12-23
101354,Sales ,,9,1,Bachelors,3,44757,3.98,65.5,,,USD 45.28,2017-04-24
101355,Sales,Medium,8,2,Masters,5,10176,4.69,99.9,77582.73,4410.27,77.70,2015-07-17
101356,sales,Medium,2,2,Bachelors,4,71367,4.94,118.3,,3149.13,USD 45.06,2016-12-02
101357,Engineering,Medium,8,4,Masters,4,48906,4.21,138.3,94500.31,3412.58,usd 26.85,2019-09-27
101358,Engineering ,Medium,6,6,Masters,4,62966,3.39,147.0,93408.28,3806.35,$48.01,2019-12-04
101359, eng ,Medium,5,5,Bachelors,0,74609,5.63,158.8,89447.82,3864.1,,2018-11-30
101360,Sales,,10,4,Bachelors,5,69888,3.32,84.5,60308.26,,$36.04,2020-03-25
101361,Engineering,Medium,12,0,Bachelors,4,85274,4.78,113.1,89841.74,3082.85,63.12,2023-04-21
101362, finance,Medium,3,3,PhD,3,58800,4.58,141.3,91352.56,5963.74,usd 55.62,2014-10-17
101363,Finance ,Low,7,6,Bachelors,4,66888,3.91,87.8,57522.19,520.14,USD 57.35,2015-03-16
101364,Sales,Medium,6,3,Bachelors,3,52896,4.4,123.0,,5937.22,USD 33.90,2023-10-24
101365,Engineering ,High,12,11,Masters,0,91472,3.96,112.8,94270.51,6420.78,$48.25,2021-08-07
101366,Engineering,,4,4,Masters,3,16709,4.47,143.6,99759.17,,68.11,2024-02-25
101367,Engineering,,7,3,Bachelors,2,93885,4.3,102.1,73031.35,,,2025-05-13
101368,Engineering,Medium,13,0,Bachelors,4,70781,4.7,72.5,73748.67,3036.07,,2024-12-17
101369,Engineering,Medium,8,0,Bachelors,2,42646,5.24,122.6,91307.72,5218.76,60.52,2024-03-28
101370,Sales,Low,1,1,Bachelors,5,44036,4.51,134.8,59720.16,2213.61,62.40,2017-03-24
101371,Finance,High,9,0,Masters,1,81809,4.29,110.0,77961.34,5191.12,usd 59.82,2025-02-14
101372,Finance,Medium,6,6,Masters,0,28230,5.83,121.4,80285.86,3023.3,,2012-08-16
101373,Engineering,Medium,14,5,Masters,5,49701,4.12,110.6,101531.86,4942.02,,2015-08-07
101374,Sales,Low,12,7,Bachelors,4,32602,4.59,92.6,62437.69,0.0,$7.45,2013-01-08
101375,Finance,Low,9,2,Bachelors,5,43191,5.27,104.6,83329.17,1929.68,USD 40.90,2021-03-25
101376,Sales,Medium,9,9,Bachelors,1,28985,5.39,109.3,61668.35,2691.19,usd 46.35,2017-03-07
101377,Engineering,High,1,1,Masters,2,49115,3.15,105.4,85251.51,6186.04,usd 29.06,2012-10-08
101378,Sales ,High,10,5,Bachelors,1,74118,4.59,94.8,,6892.63,USD 41.32,2024-03-30
101379,Finance,Medium,12,3,Bachelors,2,61177,4.5,130.3,80954.56,5280.69,,2022-07-08
101380,Finance ,Medium,7,1,PhD,4,45094,4.66,135.6,78637.11,4504.61,usd 47.58,2016-02-12
101381,Sales,High,6,4,Bachelors,2,48906,4.21,138.3,90958.95,7052.28,$38.94,2012-02-24
101382,Sales,,8,5,Bachelors,0,96675,4.68,75.4,46901.6,,$44.35,2017-04-03
101383,Engineering,High,6,5,Bachelors,4,95766,5.32,136.8,,7726.75,31.65,2023-09-13
101384,engineering,High,10,2,Bachelors,1,45061,4.22,85.0,82570.33,7857.18,$31.91,2024-12-23
101385,Engineering ,Medium,6,0,Bachelors,4,94435,3.01,96.2,79001.18,3194.18,usd 58.00,2016-02-07
101386,Sales,Low,11,5,Bachelors,2,21567,4.65,96.7,59763.22,1467.12,USD 61.50,2017-03-20
101387,Sales,,1,1,Bachelors,1,92742,4.39,89.4,45351.1,,USD 19.54,2023-01-30
101388,Finance,High,11,8,Bachelors,2,20443,5.76,131.2,94170.34,9378.77,USD 56.17,2012-08-19
101389,Sales,Low,10,3,Bachelors,2,34988,4.38,109.1,64031.57,2253.25,,2019-11-21
101390,Finance,Medium,9,3,Masters,1,29218,4.63,113.9,81868.46,4406.21,USD 35.46,2015-04-26
101391,Sales,Low,0,0,Bachelors,0,34346,4.13,79.0,45046.14,1341.25,$46.17,2017-11-15
101392,Engineering,Low,8,5,Masters,4,56750,5.21,130.0,83876.36,3337.78,usd 53.06,2021-04-22
101393,Finance,Medium,9,5,Bachelors,4,65705,5.26,131.7,85368.74,2893.01,USD 18.34,2019-08-18
101394,Sales,Medium,6,4,Masters,0,36702,3.48,98.0,74062.12,2880.49,USD 62.87,2020-04-09
101395,Engineering,High,6,0,Bachelors,0,74492,3.61,89.3,67133.71,5238.32,$53.89,2012-02-21
101396,Engineering,Low,3,3,PhD,4,62966,3.39,147.0,81053.2,1534.39,$43.69,2023-03-19
101397,Finance,Low,11,1,Masters,5,86705,4.04,71.9,66917.87,1334.83,,2021-10-20
101398,Fin.,Medium,8,8,Masters,3,61437,4.47,73.6,62782.34,2173.12,51.01,2016-06-20
101399,Finance,High,8,3,Masters,3,92601,4.3,122.4,103336.15,7756.5,31.91,2021-11-24
101400,Finance,Medium,8,7,PhD,5,41612,5.42,92.1,77374.81,3229.51,USD 37.26,2024-08-30
101401,SALES,Low,14,2,Bachelors,4,22102,4.9,127.9,86928.06,0.0,USD 44.53,2020-09-04
101402,Sales,High,10,8,Bachelors,4,33330,4.05,151.5,89685.24,8921.46,$36.01,2013-10-27
101403,Finance,Medium,6,6,PhD,0,70781,4.7,72.5,65422.26,3895.85,25.37,2023-04-06
101404,Finance,Low,1,1,Bachelors,2,57837,4.78,92.5,52441.66,362.74,USD 33.63,2019-10-15
101405,Finance,Medium,9,5,Bachelors,0,63698,4.17,130.4,85328.97,3969.53,USD 23.38,2016-10-27
101406,Engineering,,3,0,Bachelors,2,33815,3.61,101.1,63582.61,,$39.99,2012-12-19
101407,sales,High,2,2,PhD,0,90989,4.75,117.6,63551.97,6166.2,,2023-05-26
101408,Finance,High,3,0,Bachelors,5,24371,4.66,82.1,61380.22,3974.03,47.71,2013-05-27
101409,Sales,High,12,1,Bachelors,5,69431,5.37,129.8,82798.66,7069.97,USD 81.64,2021-12-06
101410,Sales ,Medium,13,2,Bachelors,3,43321,3.39,102.2,71279.63,3978.57,54.80,2012-11-10
101411,SALES,High,7,2,PhD,5,48173,5.31,108.3,72499.45,5773.95,,2013-10-17
101412,Engineering,High,15,6,Bachelors,3,90111,4.66,67.7,77702.79,7443.1,$46.42,2015-10-02
101413,Engineering,Medium,14,6,Bachelors,2,45377,4.48,134.7,,3933.29,$50.42,2017-01-08
101414,Engineering,Medium,11,2,Bachelors,3,44259,3.17,92.3,83523.15,3509.73,USD 34.74,2017-01-04
101415,Fin.,Medium,7,2,Masters,5,46397,3.67,104.5,60529.79,4110.9,USD 43.64,2017-10-25
101416,Engineering,Medium,8,4,Masters,2,94489,4.78,113.5,76112.78,5104.15,USD 23.19,2020-09-16
101417,Engineering,,4,3,Masters,1,55766,6.02,129.9,78963.96,,USD 42.93,2022-02-24
101418, eng ,Low,8,7,Masters,5,28057,3.92,104.2,99499.05,0.0,USD 50.44,2015-04-30
101419,Engineering,,11,7,Bachelors,3,67690,3.97,117.3,84030.34,,USD 51.81,2012-03-22
101420,Engineering ,Low,8,4,Bachelors,5,96675,4.68,75.4,,1748.35,,2021-04-14
101421,Finance,Medium,4,4,Masters,2,91926,4.9,135.8,92205.66,2746.24,$47.78,2018-09-10
101422,Finance,Low,4,1,Bachelors,1,79574,3.74,84.1,47026.32,318.84,usd 31.55,2022-08-20
101423,Sales,Medium,8,0,Bachelors,4,57161,3.17,87.6,68107.09,3838.08,USD 40.48,2016-01-19
101424,Engineering,High,6,5,Bachelors,4,95515,5.53,130.8,97277.34,8043.0,USD 75.79,2019-08-03
101425,Sales,Medium,11,3,Bachelors,3,99640,4.98,146.5,79949.45,4581.7,$51.25,2018-04-08
101426,Engineering,High,9,4,Bachelors,4,58724,3.38,103.3,83784.68,6934.33,63.68,2022-05-16
101427, Sales,Medium,7,3,Masters,1,44759,3.56,83.4,60523.43,2589.6,44.34,2017-02-16
101428,Engineering,Medium,4,4,Bachelors,5,73022,4.47,84.0,70265.95,2627.27,USD 31.24,2023-09-01
101429,Engineering,Low,3,2,Bachelors,5,45491,4.48,124.0,,2494.31,,2016-01-30
101430,Engineering,High,1,1,Bachelors,0,57789,4.91,114.5,77363.86,5397.31,52.88,2020-07-25
101431,Finance,High,10,4,Bachelors,4,49641,3.53,82.0,,4885.8,usd 78.70,2025-02-05
101432, finance,Medium,3,0,Masters,1,35786,3.76,100.1,76208.5,4162.38,$39.08,2024-05-28
101433,Finance,,6,6,Bachelors,4,60070,4.48,129.3,81164.16,,$54.21,2013-01-02
101434, Sales,High,7,5,Bachelors,3,75890,3.71,96.6,,4125.07,$29.70,2025-02-11
101435,Finance,Low,10,2,Masters,2,76673,3.41,102.0,80174.73,1335.24,55.76,2012-08-12
101436,Engineering,Low,10,0,Bachelors,2,14907,3.92,90.1,71288.39,266.53,USD 44.32,2024-11-25
101437,Engineering,High,0,0,Bachelors,4,98134,4.79,140.5,78767.26,6147.39,USD 45.39,2015-09-27
101438,Engineering,High,9,8,Bachelors,0,75999,4.84,136.2,95069.22,5146.48,USD 57.17,2021-08-03
101439,Finance,Medium,7,4,Bachelors,4,49832,5.97,137.1,75759.58,4319.17,$26.41,2021-12-02
101440,Engineering,Medium,10,6,Bachelors,0,90968,3.94,91.3,72840.51,5997.83,usd 36.43,2019-02-24
101441,Engineering ,Medium,2,2,Masters,1,79909,3.78,152.4,102764.35,3817.95,,2013-11-29
101442,Sales,Low,8,1,Masters,2,35701,5.0,130.9,66071.71,1387.23,$68.45,2024-11-08
101443,Engineering,Medium,6,2,Bachelors,0,65246,5.68,99.2,65724.41,6064.04,$59.52,2014-04-02
101444,Sales ,High,5,5,Bachelors,4,73773,4.97,94.0,58770.39,4683.15,27.85,2021-10-27
101445,Sales,High,3,3,Bachelors,3,33428,4.92,118.4,,5619.31,usd 30.58,2025-10-07
101446,Engineering,Medium,8,2,Masters,3,52564,3.83,115.5,75013.42,2766.61,USD 33.94,2017-06-08
101447,Finance,High,4,4,Masters,2,30126,5.16,118.9,70982.67,6747.55,USD 45.30,2022-02-15
101448,Engineering ,Low,7,3,Bachelors,1,15442,3.98,122.7,79691.77,2445.79,USD 42.31,2025-09-19
101449,Engineering,Low,4,0,Masters,2,49442,3.09,98.4,79636.62,95.86,,2022-07-27
101450,ENG,High,2,2,Masters,1,87714,4.2,149.6,91699.47,5334.89,$50.59,2015-11-18
101451,Sales,Medium,1,1,Bachelors,3,16689,3.96,81.8,47026.71,2320.58,$53.96,2017-11-22
101452,Finance,Medium,0,0,Bachelors,3,39383,4.57,99.0,,2458.38,USD 31.72,2018-02-06
101453,Sales,Medium,7,3,Bachelors,5,66240,4.53,136.8,,1739.56,usd 55.83,2015-07-08
101454,ENG,High,5,1,Masters,3,73773,4.97,94.0,73896.95,6815.76,$50.08,2021-12-29
101455,Engineering,High,3,3,Masters,4,12299,5.24,134.5,83325.11,7787.91,usd 49.26,2018-02-15
101456,FINANCE,Medium,9,3,PhD,2,68134,4.13,100.7,75021.18,3068.39,$48.86,2019-06-27
101457,Engineering,Low,11,1,Bachelors,3,35187,3.85,107.5,77134.25,1785.01,$46.18,2024-02-15
101458,Engineering,,7,0,Masters,2,34292,4.15,126.7,85551.47,,usd 41.15,2020-12-12
101459,Sales,Medium,14,6,Bachelors,2,91941,4.92,127.4,82802.33,6002.7,USD 47.03,2013-03-24
101460,Finance,Medium,8,0,Bachelors,3,50562,4.85,85.0,,1920.2,$74.65,2012-04-05
101461,Finance,Medium,12,2,Bachelors,1,53836,2.98,118.6,,3408.7,$65.76,2016-03-09
101462,Sales,Medium,8,0,Masters,3,77866,5.3,128.6,79537.31,1826.16,USD 81.56,2018-08-16
101463,Sales,Medium,9,9,Masters,2,91744,5.75,156.2,90672.63,4616.1,usd 48.31,2023-12-24
101464,Engineering,Medium,5,5,Bachelors,3,79456,3.99,114.1,75266.48,4373.75,35.41,2017-03-09
101465,Sales,High,7,0,Masters,2,13873,4.06,112.3,74698.34,6083.36,,2019-02-25
101466,Sales,Medium,13,0,Masters,4,56695,4.7,115.5,,3190.98,$59.58,2017-05-08
101467,Sales,,5,5,Bachelors,2,74764,3.9,72.9,42659.84,,$66.39,2024-04-10
101468,Finance,High,3,3,Masters,1,43149,4.03,83.0,59967.17,5206.73,usd 38.70,2025-10-20
101469,Sales,Medium,11,8,Masters,1,16084,4.59,123.4,74961.69,3936.27,28.71,2025-10-21
101470,Finance,,8,3,Bachelors,3,44153,4.3,89.7,64919.1,,USD 45.21,2021-10-06
101471,Engineering,High,8,3,Bachelors,2,23801,3.68,84.4,88819.4,7612.86,,2015-06-14
101472,Fin.,Medium,11,4,Bachelors,5,83433,3.34,101.5,87502.68,2128.02,55.82,2020-06-29
101473,FINANCE,,10,8,PhD,1,95444,3.99,91.2,,,52.93,2012-05-07
101474,Finance,High,7,7,Bachelors,0,29953,5.33,125.0,84444.02,7043.59,$68.29,2020-06-11
101475,Finance,High,1,1,Bachelors,5,70781,4.7,72.5,55501.02,4411.39,usd 77.21,2017-08-01
101476,sales,High,6,6,Bachelors,0,27383,4.29,88.7,44625.01,5064.17,,2018-11-16
101477,Finance,,6,2,Bachelors,2,66888,3.91,87.8,63933.18,,,2015-03-31
101478,Engineering,High,9,0,PhD,5,21051,4.77,127.5,96855.84,7761.03,$55.46,2013-11-27
101479,Fin.,Low,4,4,Bachelors,1,93885,4.3,102.1,56456.61,1694.15,,2019-07-01
101480,Finance,Medium,9,2,Bachelors,4,28510,4.8,117.0,70801.84,3257.97,$77.33,2014-12-24
101481,Engineering,Low,5,0,Bachelors,1,36410,2.85,90.9,49573.68,795.39,USD 36.69,2018-12-21
101482,Finance ,High,12,8,Bachelors,3,77368,3.27,112.8,79016.59,5713.87,USD 64.89,2024-04-26
101483,Finance,Medium,12,7,Masters,4,51776,2.85,84.0,89980.74,4132.98,$59.73,2021-01-24
101484,Engineering,High,14,6,Bachelors,2,91926,4.9,135.8,97917.95,6441.25,54.83,2014-05-11
101485,FINANCE,Low,8,0,Bachelors,2,62636,4.34,91.5,64937.87,873.61,USD 44.88,2013-04-20
101486,Sales,Medium,3,3,PhD,2,87714,4.2,149.6,73832.08,1687.4,USD 52.03,2019-06-22
101487,Engineering,Medium,4,2,Bachelors,2,25962,4.05,86.4,60838.05,4071.84,36.88,2019-07-21
101488,Sales,,2,0,Bachelors,0,35786,3.76,100.1,60290.2,,,2016-12-27
101489, finance,Medium,6,2,Bachelors,5,88862,3.61,136.6,,5052.97,USD 41.76,2025-11-02
101490,sales,Medium,10,1,Bachelors,1,35563,3.61,112.9,71300.87,1975.46,$78.22,2015-05-06
101491,Finance,High,5,4,Masters,3,63628,4.49,95.5,60302.18,6107.0,USD 42.86,2016-06-17
101492, eng ,Medium,8,5,PhD,3,76850,3.4,105.2,75022.88,3929.02,36.68,2023-11-24
101493,Finance,High,10,4,Masters,4,71275,4.56,116.1,105848.33,8562.13,usd 38.78,2025-05-28
101494,sales,High,10,7,Bachelors,4,86930,2.82,115.1,68961.54,5617.93,$45.30,2016-01-23
101495, Sales,Medium,7,3,Bachelors,0,70192,4.26,88.7,56933.31,2521.5,$58.90,2025-04-30
101496,Engineering,,0,0,Bachelors,4,95156,4.27,125.3,73892.51,,,2012-10-28
101497, finance,High,2,0,Masters,1,41611,5.07,89.2,53780.51,2178.52,$49.74,2022-12-04
101498, eng ,Medium,3,3,Bachelors,2,31603,3.49,127.5,69388.31,2565.36,,2013-08-06
101499,Engineering,Medium,2,2,Masters,4,70411,3.88,84.9,72456.96,3845.53,63.81,2012-03-07
101500,Sales,Medium,5,1,Bachelors,3,15561,5.2,126.1,59371.55,2413.15,40.91,2017-01-24
101501,Engineering,High,7,5,Bachelors,3,49213,4.51,117.1,91395.51,8060.38,USD 58.91,2023-11-18
101502,ENG,High,3,3,Bachelors,1,65979,2.52,74.7,56770.52,5519.4,28.25,2015-10-28
101503,Finance ,,2,2,Bachelors,1,71047,4.3,129.6,86101.38,,27.28,2025-06-29
101504,FINANCE,,9,3,Masters,4,91251,3.27,76.3,74151.08,,usd 21.61,2024-02-14
101505,Sales,Medium,8,5,Bachelors,5,41144,3.61,80.6,51449.61,1935.81,USD 31.98,2019-10-05
101506, eng ,Medium,9,7,PhD,4,34292,4.15,126.7,93345.39,5804.21,45.55,2017-09-26
101507,Engineering,,12,3,Masters,2,20688,4.82,95.8,89428.97,,36.60,2014-02-02
101508,ENG,Medium,9,6,Bachelors,0,49701,4.12,110.6,,2591.63,44.74,2018-01-08
101509,Sales,,11,1,PhD,5,27546,4.09,82.4,86469.55,,57.03,2024-07-03
101510,Sales ,,8,5,Masters,0,17848,5.28,135.9,78118.18,,$40.46,2025-12-05
101511,Engineering,Medium,11,2,Masters,5,62276,4.09,93.1,86598.54,5594.89,,2017-10-26
101512,Engineering,Medium,10,1,Bachelors,2,81316,4.0,114.5,72923.91,6828.96,usd 56.36,2016-07-15
101513,Sales,,8,3,Masters,1,14432,4.79,122.1,65404.25,,$42.35,2017-04-23
101514,Engineering,,1,0,Bachelors,1,97995,4.61,115.3,74008.23,,32.87,2017-06-24
101515,Engineering,High,4,3,Bachelors,5,16675,4.01,79.8,70455.98,4506.88,USD 62.23,2022-05-01
101516,Engineering,High,6,3,Masters,3,23765,3.87,94.8,73941.58,5478.85,,2013-05-11
101517,Sales,,2,1,PhD,1,82999,4.98,100.0,,,usd 35.66,2024-03-22
101518,Finance,Low,12,5,Bachelors,1,85274,4.78,113.1,76915.7,2703.26,,2019-03-02
101519,FINANCE,Medium,2,0,PhD,1,19524,3.53,94.3,65260.64,3227.0,63.68,2019-10-28
101520,Engineering,Low,5,0,Bachelors,5,13108,5.67,147.1,77560.42,4370.28,72.65,2018-07-12
101521,Engineering,Medium,12,3,Bachelors,3,62966,3.39,147.0,94225.37,6496.99,usd 45.04,2021-09-07
101522,Engineering,Low,9,9,PhD,4,36702,3.48,98.0,76512.13,1397.07,USD 44.70,2025-03-27
101523,Sales,,3,2,Bachelors,4,36984,3.62,82.5,45337.76,,61.83,2013-06-02
101524,Engineering,,8,2,Bachelors,2,18456,3.62,83.6,79519.06,,usd 55.30,2014-09-21
101525,Engineering,Medium,9,0,Masters,3,29218,4.63,113.9,75723.71,2638.85,52.21,2019-09-27
101526, finance,Medium,17,0,Bachelors,1,37110,4.74,124.9,96651.94,3497.16,USD 64.40,2014-12-23
101527,Sales,Medium,10,6,PhD,2,20854,4.27,88.2,,2302.01,42.66,2023-01-13
101528,Engineering,Medium,10,8,Bachelors,4,20443,5.76,131.2,89671.46,3791.84,39.87,2015-06-19
101529,Fin.,Medium,12,5,Bachelors,2,49641,3.53,82.0,74913.37,4110.19,usd 48.41,2024-11-28
101530,Engineering,High,2,2,Bachelors,2,60183,3.81,106.0,82106.1,8657.96,$41.60,2020-07-04
101531,Sales,High,5,5,Bachelors,4,28985,5.39,109.3,66695.43,4976.98,$43.82,2019-04-11
101532,Finance,High,4,3,Masters,1,69416,3.76,131.5,84740.34,4386.64,,2025-06-01
101533,FINANCE,,11,4,Bachelors,1,58048,5.03,88.9,72177.88,,$25.79,2025-06-25
101534,Engineering,Medium,1,1,Bachelors,2,38245,3.99,78.0,63845.81,4005.09,USD 63.79,2017-06-03
101535,Engineering,Medium,7,2,Bachelors,5,49321,4.01,71.3,50962.65,2116.87,54.18,2025-01-23
101536, Sales,,1,1,Masters,4,88862,3.61,136.6,85557.77,,,2022-04-02
101537,Engineering,High,3,3,Bachelors,4,65074,4.19,121.1,77450.38,7118.51,USD 67.07,2024-05-03
101538,Sales,Medium,10,6,Masters,4,39525,3.92,132.8,81478.51,4230.0,USD 27.64,2020-03-09
101539,ENG,,9,0,Bachelors,2,90996,3.89,139.6,90512.85,,USD 58.84,2015-05-19
101540,Sales,Medium,7,7,Masters,1,52673,5.63,123.8,79973.63,2234.39,USD 32.74,2018-11-10
101541,SALES,Medium,1,1,Masters,0,94903,6.31,119.5,63636.2,4246.59,,2024-03-17
101542,SALES,Medium,0,0,Masters,4,36277,3.11,78.7,42002.41,2082.46,usd 64.00,2023-11-01
101543,Sales ,High,4,4,Masters,0,66565,3.82,89.8,64445.45,4863.26,44.59,2022-02-27
101544,Sales,Medium,12,4,PhD,0,93647,4.57,88.1,78169.78,4105.84,52.25,2025-03-03
101545,Finance,High,1,1,Bachelors,2,56472,4.0,113.4,55969.52,3634.7,USD 37.69,2019-04-04
101546,Sales,Medium,8,8,Bachelors,4,43280,3.78,80.3,53053.92,3636.77,$31.93,2015-01-14
101547,Finance,Medium,7,7,Bachelors,0,44825,4.62,110.7,79643.61,4109.14,usd 35.37,2020-01-03
101548,Engineering,High,4,3,Masters,0,39889,3.61,118.0,97216.14,7611.09,,2014-08-05
101549,Engineering,,8,2,Bachelors,1,10740,3.64,100.1,79714.4,,USD 47.44,2023-10-07
101550,Engineering,,5,0,Bachelors,1,42509,5.12,112.4,65566.25,,37.84,2014-10-16
101551,Engineering,Low,5,5,Masters,4,88722,5.22,102.0,66963.26,1870.33,,2015-09-09
101552,Finance,Low,6,6,Bachelors,4,51825,4.22,82.7,44374.49,332.88,54.13,2013-01-04
101553,Engineering,Medium,4,3,Bachelors,3,69732,4.71,111.6,63858.66,4259.48,,2019-12-01
101554,Finance,Low,11,6,Bachelors,2,20927,4.2,106.3,,1253.87,usd 41.62,2019-11-15
101555,Sales,Low,5,2,Bachelors,0,34988,4.38,109.1,63497.99,367.53,USD 34.52,2022-12-07
101556,Sales,High,13,9,Bachelors,5,51825,4.22,82.7,80569.46,7067.64,-1.09,2012-06-04
101557,Sales,High,7,6,Masters,3,93303,4.06,149.2,81601.21,6870.24,usd 56.71,2015-03-08
101558,Engineering,Medium,8,8,Bachelors,1,18456,3.62,83.6,65468.0,4234.04,usd 28.00,2013-11-23
101559,Engineering ,High,10,6,Bachelors,5,99785,4.34,97.4,83085.1,6415.46,usd 54.25,2015-02-22
101560,Engineering ,Medium,9,6,Masters,5,86705,4.04,71.9,73249.14,3413.74,USD 37.79,2022-03-09
101561, Sales,Medium,13,8,Bachelors,1,84495,3.92,79.7,78020.6,3099.76,,2018-01-18
101562,Engineering,Medium,6,6,Bachelors,1,80291,4.84,134.8,81714.47,3541.57,usd 58.12,2012-12-19
101563,Finance,,4,4,Bachelors,2,71284,4.49,132.3,76826.45,,USD 59.51,2012-10-01
101564,Engineering,Medium,7,3,Bachelors,1,28158,5.61,126.4,94156.88,6162.49,,2021-08-25
101565,Sales,Medium,1,1,PhD,5,88039,5.35,122.4,63580.15,2116.84,42.90,2023-05-06
101566,Sales,High,14,0,Bachelors,2,85404,4.21,104.3,92969.08,7948.64,USD 27.43,2012-07-22
101567,Sales,Medium,5,5,Masters,5,96510,4.61,102.0,58539.23,3933.19,USD 46.19,2013-03-30
101568,Engineering,Medium,4,2,Masters,3,32981,3.29,121.7,86094.37,4711.91,50.68,2017-02-25
